,count,integer_1,integer_2,name_1,name_2
3699,314,2692,136512,Original Work,Harry Potter - J. K. Rowling
3700,559,18800,19877,Dragon Ball Z,Dragon Ball
3701,1008,131281,16091040,Anne of Green Gables - L. M. Montgomery,Anne with an E (TV)
3770,739,219220,31269550,Mumintroll | Moomins Series - Tove Jansson,Moominvalley (Cartoon 2019)
3771,646,219220,31832401,Mumintroll | Moomins Series - Tove Jansson,楽しいムーミン一家 | Moomin (Anime 1990)
3772,414,31269550,31832401,Moominvalley (Cartoon 2019),楽しいムーミン一家 | Moomin (Anime 1990)
3773,460,6541412,6983855,Undertale (Video Game),Underfell - Fandom
3786,333,136512,3828398,Harry Potter - J. K. Rowling,僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia
3790,1524,452874,30005138,Pocket Monsters | Pokemon (Main Video Game Series),Pocket Monsters: Sword & Shield | Pokemon Sword & Shield Versions
3793,218,45337486,47359627,I-LAND (Korea TV),ENHYPEN (Band)
3816,250,6726952,18558090,Cormoran Strike Series - Robert Galbraith,Strike (TV 2017)
3818,464,217070,586437,Avengers (Comics),The Avengers - Ambiguous Fandom
3819,1274,217070,727114,Avengers (Comics),The Avengers (Marvel) - All Media Types
3821,1146,217070,1001939,Avengers (Comics),The Avengers (Marvel Movies)
3823,282,727114,987117,The Avengers (Marvel) - All Media Types,Avengers Assemble (Cartoon)
3824,186,987117,1001939,Avengers Assemble (Cartoon),The Avengers (Marvel Movies)
3826,105,236208,36271139,Batman - All Media Types,Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn) (2020)
3830,543,22959333,25559166,第五人格 | Identity V (Video Game),第五人格 | Identity V (Video Game) RPF
3831,735,15106,30112,Johnny's Entertainment,Arashi (Band)
3837,1133,303506,1127940,American Horror Story,American Horror Story: Coven
3838,564,1127940,26238188,American Horror Story: Coven,American Horror Story: Apocalypse
3855,1269,2247,1582930,Veronica Mars (TV),Veronica Mars - All Media Types
3886,353,21927,225713,Transformers Generation One,Transformers: Prime
3888,229,827052,9916159,Warcraft - All Media Types,Warcraft (2016)
3894,976,763804,7508387,The Price of Salt - Patricia Highsmith,Carol (2015)
3899,213,236208,587792,Batman - All Media Types,Arrow (TV 2012)
3900,298,489908,801274,Adam (2009),Hannibal (TV)
3904,150,721553,988797,Shingeki no Kyojin | Attack on Titan,Attack on Titan
3907,108,448284,35487464,Pocket Monsters | Pokemon - All Media Types,ポケモンマスターズ | Pokemon Masters
3925,231,721553,3828398,Shingeki no Kyojin | Attack on Titan,僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia
3929,193,911149,3828398,Assassination Classroom,僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia
3935,154,3828398,34135873,僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia,鬼滅の刃 | Demon Slayer: Kimetsu no Yaiba (Anime)
3939,141,136512,6541412,Harry Potter - J. K. Rowling,Undertale (Video Game)
3940,139,40781,2346771,Batman: The Animated Series,Harley Quinn (Comics)
3944,112,2346771,37608613,Harley Quinn (Comics),Harley Quinn (Cartoon 2019)
3948,289,45591,235690,Super Smash Brothers,Fire Emblem Series
3949,228,45591,433959,Super Smash Brothers,Xenoblade Chronicles
3957,114,235690,939813,Fire Emblem Series,光神話 | Kid Icarus (Video Games)
3959,108,433959,939813,Xenoblade Chronicles,光神話 | Kid Icarus (Video Games)
3966,186,226819,30260675,Mahou Shoujo Madoka Magika | Puella Magi Madoka Magica,Magia Record: Puella Magi Madoka Magica Side Story
3970,574,101375,27578335,Star Wars - All Media Types,Star Wars Legends: The Old Republic (Video Game)
3971,237,3235649,27578335,Star Wars Legends - All Media Types,Star Wars Legends: The Old Republic (Video Game)
3980,384,41332,154229,Disney Princesses,Disney - All Media Types
3983,149,154229,746923,Disney - All Media Types,The Little Mermaid (1989)
3994,150,64158,40825474,Half-Life,Half Life VR But The AI Is Self Aware
3995,141,136512,223664,Harry Potter - J. K. Rowling,Pirates of the Caribbean (Movies)
3999,258,3235649,6048501,Star Wars Legends - All Media Types,Star Wars Sequel Trilogy
4002,111,711325,3401639,Final Fantasy XIV,FF14
4006,520,134900,18757476,IT - Stephen King,IT (1990)
4007,279,18757476,34555820,IT (1990),IT (Movies - Muschietti)
4012,302,608132,1581928,Chicago Fire,Chicago PD (TV)
4015,1648,203,406,Torchwood,Doctor Who
4021,1002,7266,20027,Marvel,Avengers
4031,199,154229,17545554,Disney - All Media Types,Descendants (Disney Movies)
4040,164,721553,758208,Shingeki no Kyojin | Attack on Titan,Haikyuu!!
4062,332,289604,969647,Marvel (Comics),DCU (Comics)
4123,131,7266,26694209,Marvel,Spider-Man: Into the Spider-Verse (2018)
4124,763,130638,289604,Spider-Man - All Media Types,Marvel (Comics)
4125,393,289604,662604,Marvel (Comics),Deadpool - All Media Types
4127,272,414093,26694209,Marvel Cinematic Universe,Spider-Man: Into the Spider-Verse (2018)
4128,113,662604,26694209,Deadpool - All Media Types,Spider-Man: Into the Spider-Verse (2018)
4130,191,154229,190901,Disney - All Media Types,Tangled (2010)
4141,108,390,664441,DCU,The Joker - Fandom
4145,192,664441,5060107,The Joker - Fandom,Suicide Squad (2016)
4168,879,245368,2814336,Thor (Movies),Guardians of the Galaxy (Movies)
4169,2986,414093,2814336,Marvel Cinematic Universe,Guardians of the Galaxy (Movies)
4171,317,475176,4933054,Digimon Adventure Zero Two | Digimon Adventure 02,Digimon Adventure tri.
4172,411,481231,4933054,Digimon - All Media Types,Digimon Adventure tri.
4173,297,236208,2850393,Batman - All Media Types,The Flash - All Media Types
4174,956,236208,4878889,Batman - All Media Types,Young Justice - All Media Types
4175,136,2850393,4878889,The Flash - All Media Types,Young Justice - All Media Types
4176,104,11923942,15303162,พี่ว้ากตัวร้ายกับนายปีหนึ่ง | SOTUS: The Series (TV),พี่ว้ากตัวร้ายกับนายปีหนึ่ง | SOTUS: The Series (TV) RPF
4180,192,65,3828398,Avatar: The Last Airbender,僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia
4185,107,7266,9830863,Marvel,X-Men (Alternate Timeline Movies)
4193,106,951,5280,NCIS,Leverage
4203,231,13907,130638,Marvel 616,Spider-Man - All Media Types
4204,648,13907,1001939,Marvel 616,The Avengers (Marvel Movies)
4223,152,106197,796030,Tokusatsu,Kamen Rider - All Media Types
4229,187,390,865284,DCU,Superboy (Comics)
4230,227,236208,865284,Batman - All Media Types,Superboy (Comics)
4236,931,30815,236208,Batman (Movies - Nolan),Batman - All Media Types
4247,387,1002903,39389599,방탄소년단 | Bangtan Boys | BTS,TOMORROW X TOGETHER | TXT (Korea Band)
4248,737,13665,13896,Persona 4,Persona 3
4249,796,13665,4231202,Persona 4,Persona 5
4250,1338,13896,81269,Persona 3,Persona Series
4251,640,13896,4231202,Persona 3,Persona 5
4252,432,725923,34636199,The Dark Crystal (1982),The Dark Crystal: Age of Resistance (TV)
4256,9406,101375,5407051,Star Wars - All Media Types,Star Wars Episode VII: The Force Awakens (2015)
4257,3010,5407051,6048501,Star Wars Episode VII: The Force Awakens (2015),Star Wars Sequel Trilogy
4258,293,10767,13999,One Piece,Naruto
4299,578,406,136512,Doctor Who,Harry Potter - J. K. Rowling
4369,478,27785,136512,Doctor Who (2005),Harry Potter - J. K. Rowling
4657,199,13907,31108,Marvel 616,Spider-Man (Comicverse)
4674,123,2692,31695445,Original Work,Ancient Greek Religion & Lore
4688,113,1098294,4878889,Red Hood and the Outlaws (Comics),Young Justice - All Media Types
4690,154,19017606,39389599,Stray Kids (Band),TOMORROW X TOGETHER | TXT (Korea Band)
4694,537,414093,1097848,Marvel Cinematic Universe,Norse Religion & Lore
4695,352,1001939,1097848,The Avengers (Marvel Movies),Norse Religion & Lore
4707,343,49548,11349922,Mass Effect,Mass Effect: Andromeda
4708,111,273721,277627,Fate/Zero,Fate/Apocrypha
4728,844,11349922,15764445,Mass Effect: Andromeda,Mass Effect - All Media Types
4729,251,11349922,15764730,Mass Effect: Andromeda,Mass Effect Trilogy
4730,872,218129,969647,Young Justice (Cartoon),DCU (Comics)
4731,193,63219,613839,Robin (Comics),Batgirl (Comics)
4734,859,82576,613839,Batman (Comics),Batgirl (Comics)
4736,114,236208,9309400,Batman - All Media Types,Son of Batman (2014)
4790,481,452874,923135,Pocket Monsters | Pokemon (Main Video Game Series),Pocket Monsters: X & Y | Pokemon X & Y Versions
4792,153,218280,31426954,Video Blogging RPF,twoset violin
4793,352,14211920,19183083,Call Me By Your Name - All Media Types,Call Me By Your Name (2017) RPF
4795,464,524391,1357661,Gravity Falls,Rick and Morty
4812,262,12642079,15378429,Riverdale (TV 2017),Riverdale (TV 2017) RPF
4818,285,637993,17447727,Lego Ninjago,The LEGO Ninjago Movie (2017)
4819,119,105122,17501436,K-pop,The Boyz (Korea Band)
4838,278,15567,414093,British Actor RPF,Marvel Cinematic Universe
4845,417,5178,13999,Bleach,Naruto
4852,128,5178,3828398,Bleach,僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia
4854,213,13999,55873,Naruto,Fairy Tail
4882,120,114706,43249945,Alex Rider - Anthony Horowitz,Alex Rider (TV 2020)
4893,154,767851,3828398,RWBY,僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia
4894,116,2129537,3828398,Tokyo Ghoul,僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia
5001,643,839,30349,X-Men (Movieverse),X-Men (Comicverse)
5013,767,782522,5493837,Fire Emblem: Kakusei | Fire Emblem: Awakening,Fire Emblem: If | Fire Emblem: Fates
5015,200,133185,148055,Sherlock (TV),Sherlock BBC
5017,151,136523,711301,Howl Series - Diana Wynne Jones,Howl's Moving Castle - All Media Types
5020,121,24175970,24757434,Grandmaster of Demonic Cultivation,Mo Dao Zu Shi
5025,278,74298,99619,Political RPF - US 21st c.,Political RPF
5030,692,13854959,15646467,A Series of Unfortunate Events (TV),A Series of Unfortunate Events - Lemony Snicket
5056,473,543089,543096,Sleeping With Sirens,Pierce the Veil
5077,644,250093,1001939,X-Men - All Media Types,The Avengers (Marvel Movies)
5078,265,218280,27457343,Video Blogging RPF,Who Killed Markiplier? (Web Series)
5081,246,258526,813205,Teen Wolf (TV),The Originals (TV)
5082,129,26156693,36694123,จูบให้ได้ถ้านายแน่จริง เร็วๆนี้ | Kiss Me Again: The Series (TV),รักไม่ระบุสถานะ | Dark Blue Kiss (TV)
5083,197,23172234,40137880,Detroit: Become Human (Video Game),Detroit Evolution - Fandom
5084,308,4153505,9010441,Dark Souls (Video Games),Dark Souls III
5096,119,130638,432483,Spider-Man - All Media Types,Venom (Comics)
5097,145,130638,23037345,Spider-Man - All Media Types,Venom (Movie 2018)
5098,556,432483,23037345,Venom (Comics),Venom (Movie 2018)
5099,850,13999,136512,Naruto,Harry Potter - J. K. Rowling
5100,210,1072216,5205118,The Mortal Instruments Series - Cassandra Clare,The Infernal Devices Series - Cassandra Clare
5101,296,1072216,12312691,The Mortal Instruments Series - Cassandra Clare,The Dark Artifices Series - Cassandra Clare
5104,164,5205118,12307111,The Infernal Devices Series - Cassandra Clare,The Shadowhunter Chronicles - All Media Types
5105,133,5205118,12312691,The Infernal Devices Series - Cassandra Clare,The Dark Artifices Series - Cassandra Clare
5106,116,5205118,12312739,The Infernal Devices Series - Cassandra Clare,The Last Hours Series - Cassandra Clare
5110,218,12312691,21622335,The Dark Artifices Series - Cassandra Clare,The Wicked Powers Series - Cassandra Clare
5113,184,115613,5088616,Percy Jackson and the Olympians - Rick Riordan,RIORDAN Rick - Works
5117,170,224545,5088616,The Heroes of Olympus - Rick Riordan,RIORDAN Rick - Works
5139,102,582724,3828398,Miraculous Ladybug,僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia
5151,525,491649,1749187,Kagerou Project,Mekakucity Actors
5153,149,136512,758208,Harry Potter - J. K. Rowling,Haikyuu!!
5159,522,436476,643142,One Direction,Larry Stylinson - Fandom
5160,158,436476,684027,One Direction,Louis Tomlinson - Fandom
5161,225,436476,684028,One Direction,Harry Styles - Fandom
5162,276,643142,684027,Larry Stylinson - Fandom,Louis Tomlinson - Fandom
5163,280,643142,684028,Larry Stylinson - Fandom,Harry Styles - Fandom
5164,440,684027,684028,Louis Tomlinson - Fandom,Harry Styles - Fandom
5173,175,130638,5316694,Spider-Man - All Media Types,Doctor Strange (2016)
5175,113,438047,480146,Bring Me The Horizon,You Me At Six
5180,174,711035,1583806,Super Dangan Ronpa 2,Dangan Ronpa Zero
5201,451,7266,491459,Marvel,Loki - Fandom
5202,118,7266,522032,Marvel,Tom Hiddleston - Fandom
5206,258,491459,522032,Loki - Fandom,Tom Hiddleston - Fandom
5243,317,2763279,2763282,Beetlejuice - All Media Types,Beetlejuice (1988)
5257,108,116708,8017156,Voyná i mir | War and Peace - Leo Tolstoy,War and Peace (TV 2016)
5259,130,614238,2198962,Motorcycling RPF,Motorsport RPF
5264,183,491459,727114,Loki - Fandom,The Avengers (Marvel) - All Media Types
5265,583,491459,1001939,Loki - Fandom,The Avengers (Marvel Movies)
5266,340,258526,542980,Teen Wolf (TV),Sterek - Fandom
5268,1546,27,136512,Supernatural,Harry Potter - J. K. Rowling
5273,441,17879139,25543542,Sanders Sides (Web Series),Cartoon Therapy (Web Series)
5275,125,62083,19850745,Falsettos - Lapine/Finn,Falsettos - Lapine/Finn (Broadway Cast) RPF
5286,122,155456,721553,Kuroshitsuji | Black Butler,Shingeki no Kyojin | Attack on Titan
5299,333,418690,801274,Hannibal Lecter Tetralogy - Thomas Harris,Hannibal (TV)
5306,372,390,158325,DCU,Justice League & Justice League Unlimited (Cartoons)
5307,1837,390,431213,DCU,Superman - All Media Types
5308,231,390,1283234,DCU,Wonder Woman - All Media Types
5309,148,40781,158325,Batman: The Animated Series,Justice League & Justice League Unlimited (Cartoons)
5312,432,158325,236208,Justice League & Justice League Unlimited (Cartoons),Batman - All Media Types
5313,250,158325,431213,Justice League & Justice League Unlimited (Cartoons),Superman - All Media Types
5315,332,236208,1283234,Batman - All Media Types,Wonder Woman - All Media Types
5316,209,431213,1283234,Superman - All Media Types,Wonder Woman - All Media Types
5317,153,12310528,21622335,The Shadowhunter Chronicles - Cassandra Clare,The Wicked Powers Series - Cassandra Clare
5320,1084,15106,30109,Johnny's Entertainment,KAT-TUN (Band)
5327,133,13999,721553,Naruto,Shingeki no Kyojin | Attack on Titan
5328,106,13999,758208,Naruto,Haikyuu!!
5540,124,721553,2129537,Shingeki no Kyojin | Attack on Titan,Tokyo Ghoul
5560,111,758208,2129537,Haikyuu!!,Tokyo Ghoul
5827,143,10795,103325,Final Fantasy VIII,Compilation of Final Fantasy VII
5851,432,6650284,8710858,UP10TION,Produce 101 (TV)
5852,133,2692,1633246,Original Work,Dangan Ronpa - All Media Types
5860,106,414093,582724,Marvel Cinematic Universe,Miraculous Ladybug
5865,428,60072,104518,American Revolution RPF,18th Century CE RPF
5866,164,60072,1781845,American Revolution RPF,Turn (TV 2014)
5869,126,104518,1781845,18th Century CE RPF,Turn (TV 2014)
5871,182,451725,3400043,Sonic the Hedgehog - All Media Types,Sonic Boom (Cartoon)
5875,237,1464,15936195,Star Trek: The Original Series,Star Trek: Discovery
5879,174,601802,15936195,Star Trek: Alternate Original Series (Movies),Star Trek: Discovery
5890,552,1002903,11122924,방탄소년단 | Bangtan Boys | BTS,BLACKPINK (Band)
5899,208,22389,414093,Daredevil (Comics),Marvel Cinematic Universe
5900,140,22389,662604,Daredevil (Comics),Deadpool - All Media Types
5902,379,1356851,4997791,GOT7,Monsta X (Band)
5912,105,165509,19183083,Call Me by Your Name - André Aciman,Call Me By Your Name (2017) RPF
5913,301,14211701,19183083,Call Me By Your Name (2017),Call Me By Your Name (2017) RPF
5914,132,136512,11444638,Harry Potter - J. K. Rowling,Yuri!!! on Ice (Anime)
5921,119,29570069,31426954,Twosetviolin,twoset violin
5929,261,53131,969647,Teen Titans (Animated Series),DCU (Comics)
5932,122,969647,1001939,DCU (Comics),The Avengers (Marvel Movies)
5934,591,1315456,2200033,Pentatonix,Superfruit
5936,109,12608,202578,Romeo And Juliet - Shakespeare,SHAKESPEARE William - Works
5947,270,135808,135809,Phantom - Susan Kay,Le Fantôme de l'Opéra | Phantom of the Opera - Gaston Leroux
5950,976,27,48925,Supernatural,SPN
5951,733,27,459712,Supernatural,destiel - Fandom
5976,130,13157455,13157464,DuckTales (Cartoon 1987),DuckTales (Cartoon 2017)
5981,274,1331,14204213,Stargate SG-1,Stargate - All Media Types
5989,4293,102330,686974,Les Misérables - All Media Types,Les Misérables (2012)
5993,406,225713,726906,Transformers: Prime,The Transformers (IDW Generation One)
5997,150,136512,155456,Harry Potter - J. K. Rowling,Kuroshitsuji | Black Butler
6000,129,13999,101375,Naruto,Star Wars - All Media Types
6003,206,115613,1001939,Percy Jackson and the Olympians - Rick Riordan,The Avengers (Marvel Movies)
6012,103,40781,6012213,Batman: The Animated Series,Batman: Arkham (Video Games)
6013,263,82576,6012213,Batman (Comics),Batman: Arkham (Video Games)
6014,576,236208,6012213,Batman - All Media Types,Batman: Arkham (Video Games)
6029,118,47396,31695445,The Iliad - Homer,Ancient Greek Religion & Lore
6031,528,112021,133185,Sherlock - Fandom,Sherlock (TV)
6037,413,414093,23271744,Marvel Cinematic Universe,Deadpool (Movieverse)
6038,241,23271744,32833447,Deadpool (Movieverse),Spider-Man (Tom Holland Movies)
6041,166,727114,1097848,The Avengers (Marvel) - All Media Types,Norse Religion & Lore
6065,143,63219,865284,Robin (Comics),Superboy (Comics)
6066,199,63219,1098294,Robin (Comics),Red Hood and the Outlaws (Comics)
6071,126,431213,865284,Superman - All Media Types,Superboy (Comics)
6083,1646,133185,136512,Sherlock (TV),Harry Potter - J. K. Rowling
6089,145,31593037,31767298,เพราะรักใช่ป่าว | Why R U?: The Series (TV),เพราะรักใช่ป่าว | Why R U?: The Series (TV) RPF
6098,1100,3352745,4896523,Daredevil (TV),The Defenders (Marvel TV)
6102,226,136512,1002903,Harry Potter - J. K. Rowling,방탄소년단 | Bangtan Boys | BTS
6104,803,1002903,4551485,방탄소년단 | Bangtan Boys | BTS,SEVENTEEN (Band)
6105,232,4551485,19017606,SEVENTEEN (Band),Stray Kids (Band)
